mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro
0.1546643018722534,0.025453633124275225,0.007279801368713379,0.0012880440379959418,True,483,8,2,20,50,"OrderedDict({'bootstrap': True, 'max_depth': 483, 'max_features': 8, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 50})",0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.1,31
0.17557733058929442,0.010471230287647822,0.007318258285522461,0.001021591751331842,True,500,10,2,13,50,"OrderedDict({'bootstrap': True, 'max_depth': 500, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 13, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.525,0.13462912017836262,1
0.6801095962524414,0.04550422168629056,0.015562105178833007,0.002077231778076056,True,163,10,2,12,221,"OrderedDict({'bootstrap': True, 'max_depth': 163, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 221})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
0.1893911600112915,0.011954236133763977,0.008060002326965332,0.0006713505778047532,True,500,10,2,14,50,"OrderedDict({'bootstrap': True, 'max_depth': 500, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 14, 'n_estimators': 50})",0.25,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
0.1695235252380371,0.011076288533694615,0.007962417602539063,0.0004050843752005556,True,500,10,2,12,50,"OrderedDict({'bootstrap': True, 'max_depth': 500, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 50})",0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.15811388300841897,4
0.4247442245483398,0.03186093572997884,0.01848258972167969,0.002057898005052083,True,448,2,10,5,208,"OrderedDict({'bootstrap': True, 'max_depth': 448, 'max_features': 2, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 208})",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,50
0.18368852138519287,0.01846323092596979,0.008759045600891113,0.0013715510241774454,True,332,6,5,12,66,"OrderedDict({'bootstrap': True, 'max_depth': 332, 'max_features': 6, 'min_samples_leaf': 5, 'min_samples_split': 12, 'n_estimators': 66})",0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.1,31
0.14737422466278077,0.01738250965854963,0.007354640960693359,0.0008750064119058392,True,500,6,2,5,50,"OrderedDict({'bootstrap': True, 'max_depth': 500, 'max_features': 6, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.11180339887498948,4
1.2820585250854493,0.1153759045138319,0.028249740600585938,0.005042085678915127,True,20,7,2,5,500,"OrderedDict({'bootstrap': True, 'max_depth': 20, 'max_features': 7, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500})",0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11180339887498948,4
0.2961066246032715,0.029060376530540194,0.010643577575683594,0.0015219267916671468,True,327,7,5,5,110,"OrderedDict({'bootstrap': True, 'max_depth': 327, 'max_features': 7, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 110})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.075,19
1.5255375146865844,0.07765387311012596,0.03167612552642822,0.007082260531005,True,500,10,2,20,500,"OrderedDict({'bootstrap': True, 'max_depth': 500, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 500})",0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.475,0.075,19
0.5012480735778808,0.05976935532569813,0.02004232406616211,0.0033130447364316373,True,87,2,2,20,264,"OrderedDict({'bootstrap': True, 'max_depth': 87, 'max_features': 2, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 264})",0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.35,0.12247448713915891,48
